Query_ID,Modelo,Stopwords_Removidas,Stemming_Aplicado,P@10,R@10,F1@10,AP
105,BM25,0,1,0.1,0.2,0.13333333333333333,0.08712729233298934
106,BM25,0,1,0.0,0.0,0.0,0.019249804594219704
107,BM25,0,1,0.0,0.0,0.0,0.02308899643507978
108,BM25,0,1,0.0,0.0,0.0,0.0068509365514204095
109,BM25,0,1,0.0,0.0,0.0,0.0023050007031700397
110,BM25,0,1,0.0,0.0,0.0,0.0035160104418640475
111,BM25,0,1,0.2,0.2857142857142857,0.23529411764705882,0.2601773226773227
112,BM25,0,1,0.0,0.0,0.0,0.0218349358974359
113,BM25,0,1,0.1,0.25,0.14285714285714288,0.07685759758044902
114,BM25,0,1,0.0,0.0,0.0,0.012488037310732345
115,BM25,0,1,0.0,0.0,0.0,0.008183041632272965
116,BM25,0,1,0.1,0.25,0.14285714285714288,0.09388787430650437
117,BM25,0,1,0.0,0.0,0.0,0.0024155810595974407
118,BM25,0,1,0.1,0.3333333333333333,0.15384615384615383,0.13506147523025824
119,BM25,0,1,0.0,0.0,0.0,0.024390243902439025
120,BM25,0,1,0.1,0.1111111111111111,0.10526315789473685,0.10094833534519848
121,BM25,0,1,0.1,1.0,0.18181818181818182,0.2
122,BM25,0,1,0.0,0.0,0.0,0.005681393520724232
123,BM25,0,1,0.0,0.0,0.0,0.04123914759273875
124,BM25,0,1,0.0,0.0,0.0,0.002947339884810771
125,BM25,0,1,0.1,0.058823529411764705,0.07407407407407408,0.16592511664785947
126,BM25,0,1,0.2,0.25,0.22222222222222224,0.2106979707091758
127,BM25,0,1,0.0,0.0,0.0,0.04397767201647085
128,BM25,0,1,0.0,0.0,0.0,0.02435897435897436
129,BM25,0,1,0.4,0.5714285714285714,0.47058823529411764,0.44561149101100667
130,BM25,0,1,0.4,0.8,0.5333333333333333,0.4109255487666893
131,BM25,0,1,0.3,0.375,0.33333333333333326,0.2535883360193393
132,BM25,0,1,0.5,0.35714285714285715,0.41666666666666663,0.5079674074230994
133,BM25,0,1,0.0,0.0,0.0,0.15116463687097725
134,BM25,0,1,0.2,1.0,0.33333333333333337,0.30952380952380953
135,BM25,0,1,0.3,0.42857142857142855,0.3529411764705882,0.3837514134510428
136,BM25,0,1,0.0,0.0,0.0,0.057291666666666664
137,BM25,0,1,0.3,0.75,0.4285714285714285,0.34429824561403505
139,BM25,0,1,0.0,0.0,0.0,0.0035934024627715644
140,BM25,0,1,0.0,0.0,0.0,0.0020983770780849524
141,BM25,0,1,0.0,0.0,0.0,0.003841207117749514
144,BM25,0,1,0.0,0.0,0.0,0.006953572200575522
145,BM25,0,1,0.1,0.14285714285714285,0.11764705882352941,0.04080058946469294
146,BM25,0,1,0.0,0.0,0.0,0.000778816199376947
147,BM25,0,1,0.2,0.2,0.20000000000000004,0.18892842143000554
148,BM25,0,1,0.3,0.5,0.37499999999999994,0.34335371811201654
149,BM25,0,1,0.0,0.0,0.0,0.005513981516178019
150,BM25,0,1,0.2,1.0,0.33333333333333337,0.375
151,BM25,0,1,0.0,0.0,0.0,0.010246371670952676
152,BM25,0,1,0.0,0.0,0.0,0.008011590801603711
153,BM25,0,1,0.2,0.2857142857142857,0.23529411764705882,0.12528988241498598
154,BM25,0,1,0.0,0.0,0.0,0.007901680322177475
155,BM25,0,1,0.1,0.2,0.13333333333333333,0.20550401860142992
156,BM25,0,1,0.2,0.18181818181818182,0.1904761904761905,0.13321021208814895
157,BM25,0,1,0.2,0.05128205128205128,0.0816326530612245,0.16247397708526945
158,BM25,0,1,0.0,0.0,0.0,0.036467114700709055
159,BM25,0,1,0.0,0.0,0.0,0.012332806544978852
160,BM25,0,1,0.0,0.0,0.0,0.040502885242611274
161,BM25,0,1,0.3,0.5,0.37499999999999994,0.13879790490002825
162,BM25,0,1,0.0,0.0,0.0,0.020645478914312763
163,BM25,0,1,0.0,0.0,0.0,0.013334667490163469
164,BM25,0,1,0.4,0.5,0.4444444444444445,0.39708772507685547
166,BM25,0,1,0.0,0.0,0.0,0.02114378559740089
167,BM25,0,1,0.1,0.5,0.16666666666666669,0.5833333333333334
170,BM25,0,1,0.3,0.5,0.37499999999999994,0.5725868260850524
171,BM25,0,1,0.1,1.0,0.18181818181818182,0.1
172,BM25,0,1,0.2,1.0,0.33333333333333337,0.3666666666666667
174,BM25,0,1,0.0,0.0,0.0,0.003967518118461515
175,BM25,0,1,0.0,0.0,0.0,0.004363278190554414
176,BM25,0,1,0.0,0.0,0.0,0.006875329823339727
177,BM25,0,1,0.4,0.8,0.5333333333333333,0.65
178,BM25,0,1,0.2,0.6666666666666666,0.30769230769230765,0.2694805194805195
179,BM25,0,1,0.0,0.0,0.0,0.02980981435579932
180,BM25,0,1,0.4,0.5714285714285714,0.47058823529411764,0.3929702312007106
181,BM25,0,1,0.1,0.2,0.13333333333333333,0.08928017984092751
182,BM25,0,1,0.1,1.0,0.18181818181818182,0.3333333333333333
183,BM25,0,1,0.4,0.4,0.4000000000000001,0.31067916977049115
184,BM25,0,1,0.0,0.0,0.0,0.01754629353928143
185,BM25,0,1,0.6,0.6666666666666666,0.631578947368421,0.8153439153439153
186,BM25,0,1,0.1,0.0625,0.07692307692307693,0.06191141460349524
187,BM25,0,1,0.0,0.0,0.0,0.011210177417609732
188,BM25,0,1,0.0,0.0,0.0,0.013182842983631206
189,BM25,0,1,0.2,0.2222222222222222,0.2105263157894737,0.16273897578535074
190,BM25,0,1,0.0,0.0,0.0,0.10469556243550053
191,BM25,0,1,0.5,0.45454545454545453,0.47619047619047616,0.568580691441654
193,BM25,0,1,0.2,0.2222222222222222,0.2105263157894737,0.13343374517957074
194,BM25,0,1,0.1,0.16666666666666666,0.125,0.17715173513721608
195,BM25,0,1,0.0,0.0,0.0,0.036279725151198504
196,BM25,0,1,0.0,0.0,0.0,0.01052661735122763
197,BM25,0,1,0.0,0.0,0.0,0.0036349721975259615
198,BM25,0,1,0.0,0.0,0.0,0.004363185506907185
199,BM25,0,1,0.2,0.3333333333333333,0.25,0.10492615274768115
200,BM25,0,1,0.0,0.0,0.0,0.00542454176240132
201,BM25,0,1,0.6,0.375,0.4615384615384615,0.320106016068705
202,BM25,0,1,0.1,0.07142857142857142,0.08333333333333333,0.03668392764187565
203,BM25,0,1,0.0,0.0,0.0,0.00847793298011215
204,BM25,0,1,0.0,0.0,0.0,0.03390958064741443
205,BM25,0,1,0.0,0.0,0.0,0.00438871473354232
206,BM25,0,1,0.1,0.3333333333333333,0.15384615384615383,0.10936667349866776
207,BM25,0,1,0.2,0.4,0.26666666666666666,0.23491698595146873
208,BM25,0,1,0.2,0.3333333333333333,0.25,0.16307713117142067
209,BM25,0,1,0.1,0.08333333333333333,0.0909090909090909,0.04327365535149405
210,BM25,0,1,0.1,0.16666666666666666,0.125,0.18491734064679746
211,BM25,0,1,0.0,0.0,0.0,0.03956454680860574
212,BM25,0,1,0.4,0.2857142857142857,0.3333333333333333,0.3656522921208187
213,BM25,0,1,0.3,0.3,0.3,0.19167962576702588
214,BM25,0,1,0.1,0.25,0.14285714285714288,0.1607578376784793
215,BM25,0,1,0.0,0.0,0.0,0.015388257575757576
217,BM25,0,1,0.2,0.16666666666666666,0.1818181818181818,0.20151902422287402
218,BM25,0,1,0.3,0.25,0.2727272727272727,0.2513941490815109
219,BM25,0,1,0.1,0.058823529411764705,0.07407407407407408,0.031076118127789307
220,BM25,0,1,0.2,0.10526315789473684,0.13793103448275862,0.146806548200201
221,BM25,0,1,0.0,0.0,0.0,0.08100957863858754
222,BM25,0,1,0.0,0.0,0.0,0.1514164456779878
223,BM25,0,1,0.3,0.75,0.4285714285714285,0.633578431372549
224,BM25,0,1,0.1,0.125,0.11111111111111112,0.11713790213254716
225,BM25,0,1,0.2,0.08333333333333333,0.11764705882352941,0.10525940906019036
1,Vetorial,1,1,0.2,0.07142857142857142,0.10526315789473682,0.10713330951801234
2,Vetorial,1,1,0.1,0.045454545454545456,0.06250000000000001,0.038177362981973
3,Vetorial,1,1,0.1,0.125,0.11111111111111112,0.0633118532055095
4,Vetorial,1,1,0.1,0.5,0.16666666666666669,0.14835164835164835
5,Vetorial,1,1,0.0,0.0,0.0,0.0018206807340932977
6,Vetorial,1,1,0.1,0.25,0.14285714285714288,0.04567753650017348
7,Vetorial,1,1,0.0,0.0,0.0,0.017242385253101514
8,Vetorial,1,1,0.0,0.0,0.0,0.01604426942036085
9,Vetorial,1,1,0.3,1.0,0.4615384615384615,1.0
10,Vetorial,1,1,0.1,0.125,0.11111111111111112,0.18193631822439957
11,Vetorial,1,1,0.1,0.14285714285714285,0.11764705882352941,0.08004193212065835
12,Vetorial,1,1,0.0,0.0,0.0,0.06810306003934676
13,Vetorial,1,1,0.0,0.0,0.0,0.009463106471879774
14,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.25
15,Vetorial,1,1,0.0,0.0,0.0,0.002008032128514056
16,Vetorial,1,1,0.0,0.0,0.0,0.008562080203871248
17,Vetorial,1,1,0.0,0.0,0.0,0.002281436911285412
18,Vetorial,1,1,0.0,0.0,0.0,0.009208015150290192
19,Vetorial,1,1,0.0,0.0,0.0,0.027265185680819023
20,Vetorial,1,1,0.0,0.0,0.0,0.03440516003336039
21,Vetorial,1,1,0.1,0.3333333333333333,0.15384615384615383,0.03989405766869832
23,Vetorial,1,1,0.0,0.0,0.0,0.03659887923447854
24,Vetorial,1,1,0.0,0.0,0.0,0.011285071274611022
25,Vetorial,1,1,0.1,0.1111111111111111,0.10526315789473685,0.11003829669176733
26,Vetorial,1,1,0.0,0.0,0.0,0.03149525735471135
27,Vetorial,1,1,0.0,0.0,0.0,0.07967646388699019
28,Vetorial,1,1,0.0,0.0,0.0,0.002747252747252747
29,Vetorial,1,1,0.2,0.2222222222222222,0.2105263157894737,0.2631788121125804
30,Vetorial,1,1,0.0,0.0,0.0,0.014273883710527157
31,Vetorial,1,1,0.0,0.0,0.0,0.0008445945945945946
32,Vetorial,1,1,0.2,0.3333333333333333,0.25,0.10954711439299326
33,Vetorial,1,1,0.2,0.6666666666666666,0.30769230769230765,0.18125
34,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.1570882740447958
35,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.2
36,Vetorial,1,1,0.0,0.0,0.0,0.007327947189516725
37,Vetorial,1,1,0.2,0.2222222222222222,0.2105263157894737,0.17677387574212972
38,Vetorial,1,1,0.0,0.0,0.0,0.021233902442311214
39,Vetorial,1,1,0.1,0.09090909090909091,0.09523809523809525,0.02508116299066072
40,Vetorial,1,1,0.0,0.0,0.0,0.025839669252412174
41,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.5
42,Vetorial,1,1,0.0,0.0,0.0,0.03471344779384368
43,Vetorial,1,1,0.2,0.6666666666666666,0.30769230769230765,0.5688888888888889
44,Vetorial,1,1,0.0,0.0,0.0,0.004327503877395721
45,Vetorial,1,1,0.2,0.16666666666666666,0.1818181818181818,0.16185019576135645
46,Vetorial,1,1,0.4,0.26666666666666666,0.32,0.2998887201898375
47,Vetorial,1,1,0.3,0.21428571428571427,0.25,0.21288589622993986
48,Vetorial,1,1,0.1,0.09090909090909091,0.09523809523809525,0.0677976117070198
49,Vetorial,1,1,0.1,0.5,0.16666666666666669,0.2638888888888889
50,Vetorial,1,1,0.0,0.0,0.0,0.017184330169645833
51,Vetorial,1,1,0.1,0.1111111111111111,0.10526315789473685,0.07509382500012168
52,Vetorial,1,1,0.4,1.0,0.5714285714285715,0.35962301587301587
53,Vetorial,1,1,0.0,0.0,0.0,0.04840536861047355
54,Vetorial,1,1,0.1,0.1111111111111111,0.10526315789473685,0.08044918874114255
55,Vetorial,1,1,0.0,0.0,0.0,0.04294888775358171
56,Vetorial,1,1,0.2,0.2,0.20000000000000004,0.15769884421331767
57,Vetorial,1,1,0.0,0.0,0.0,0.08100448465056842
58,Vetorial,1,1,0.1,0.1111111111111111,0.10526315789473685,0.06928781175553426
59,Vetorial,1,1,0.0,0.0,0.0,0.00702450232678678
60,Vetorial,1,1,0.2,0.4,0.26666666666666666,0.4615633638876764
61,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.08299903071745632
62,Vetorial,1,1,0.0,0.0,0.0,0.004430843641092447
63,Vetorial,1,1,0.0,0.0,0.0,0.006602457944739824
64,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.16666666666666666
65,Vetorial,1,1,0.6,0.4,0.48,0.46599259249322517
66,Vetorial,1,1,0.0,0.0,0.0,0.10388134741075916
67,Vetorial,1,1,0.4,0.4,0.4000000000000001,0.3819060445631446
68,Vetorial,1,1,0.0,0.0,0.0,0.015018813585768107
69,Vetorial,1,1,0.0,0.0,0.0,0.03746413869717996
70,Vetorial,1,1,0.0,0.0,0.0,0.035863176270703116
71,Vetorial,1,1,0.0,0.0,0.0,0.003566084345435131
72,Vetorial,1,1,0.2,0.11764705882352941,0.14814814814814817,0.12593140348508336
73,Vetorial,1,1,0.1,0.05,0.06666666666666667,0.09630700413328787
74,Vetorial,1,1,0.1,0.16666666666666666,0.125,0.04905617174899211
75,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.2341638487619874
76,Vetorial,1,1,0.1,0.14285714285714285,0.11764705882352941,0.11994531809451121
77,Vetorial,1,1,0.1,0.16666666666666666,0.125,0.07133225203634315
78,Vetorial,1,1,0.3,1.0,0.4615384615384615,0.6388888888888888
79,Vetorial,1,1,0.0,0.0,0.0,0.014130978996725673
80,Vetorial,1,1,0.0,0.0,0.0,0.001965068502562834
81,Vetorial,1,1,0.0,0.0,0.0,0.08333333333333333
82,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.12189067075121181
83,Vetorial,1,1,0.0,0.0,0.0,0.010100987397133443
84,Vetorial,1,1,0.0,0.0,0.0,0.07591128627471318
85,Vetorial,1,1,0.0,0.0,0.0,0.005988796778270463
86,Vetorial,1,1,0.0,0.0,0.0,0.04261083743842364
87,Vetorial,1,1,0.0,0.0,0.0,0.009329756574973065
88,Vetorial,1,1,0.5,0.8333333333333334,0.625,0.6168350168350168
89,Vetorial,1,1,0.1,0.16666666666666666,0.125,0.12751594084927417
90,Vetorial,1,1,0.2,0.15384615384615385,0.17391304347826086,0.14925164078230044
91,Vetorial,1,1,0.0,0.0,0.0,0.0062122397150411734
92,Vetorial,1,1,0.3,0.23076923076923078,0.2608695652173913,0.19081010848456437
93,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.5
94,Vetorial,1,1,0.4,0.36363636363636365,0.380952380952381,0.2661081474759086
95,Vetorial,1,1,0.0,0.0,0.0,0.01282051282051282
96,Vetorial,1,1,0.4,0.3076923076923077,0.34782608695652173,0.3762655545684765
97,Vetorial,1,1,0.0,0.0,0.0,0.012793025195620509
98,Vetorial,1,1,0.0,0.0,0.0,0.01294739605811357
99,Vetorial,1,1,0.0,0.0,0.0,0.0060320838284495
100,Vetorial,1,1,0.0,0.0,0.0,0.015968108942472276
101,Vetorial,1,1,0.4,0.6666666666666666,0.5,0.5716089466089466
102,Vetorial,1,1,0.0,0.0,0.0,0.0021167789373843487
103,Vetorial,1,1,0.0,0.0,0.0,0.030553317217297878
104,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.03547772194553454
105,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.047537201957657885
106,Vetorial,1,1,0.0,0.0,0.0,0.01887100933576972
107,Vetorial,1,1,0.0,0.0,0.0,0.013289600816769642
108,Vetorial,1,1,0.0,0.0,0.0,0.005207922600778744
109,Vetorial,1,1,0.0,0.0,0.0,0.009325538320860242
110,Vetorial,1,1,0.0,0.0,0.0,0.0038651070184171233
111,Vetorial,1,1,0.3,0.42857142857142855,0.3529411764705882,0.21380027579488495
112,Vetorial,1,1,0.0,0.0,0.0,0.03608058608058608
113,Vetorial,1,1,0.1,0.25,0.14285714285714288,0.09835477022977022
114,Vetorial,1,1,0.0,0.0,0.0,0.0241430015623564
115,Vetorial,1,1,0.0,0.0,0.0,0.0035125884007651056
116,Vetorial,1,1,0.1,0.25,0.14285714285714288,0.1341159394592473
117,Vetorial,1,1,0.0,0.0,0.0,0.002337106717687075
118,Vetorial,1,1,0.1,0.3333333333333333,0.15384615384615383,0.088501001001001
119,Vetorial,1,1,0.0,0.0,0.0,0.024390243902439025
120,Vetorial,1,1,0.2,0.2222222222222222,0.2105263157894737,0.061952597673505916
121,Vetorial,1,1,0.1,1.0,0.18181818181818182,1.0
122,Vetorial,1,1,0.0,0.0,0.0,0.008757477928976232
123,Vetorial,1,1,0.0,0.0,0.0,0.05065666041275797
124,Vetorial,1,1,0.0,0.0,0.0,0.0038870051996663935
125,Vetorial,1,1,0.4,0.23529411764705882,0.29629629629629634,0.3423101688081017
126,Vetorial,1,1,0.1,0.125,0.11111111111111112,0.10135479592274543
127,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.06177069927069927
128,Vetorial,1,1,0.0,0.0,0.0,0.026948051948051947
129,Vetorial,1,1,0.2,0.2857142857142857,0.23529411764705882,0.17864185244111355
130,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.09364468864468864
131,Vetorial,1,1,0.4,0.5,0.4444444444444445,0.25766879543412563
132,Vetorial,1,1,0.6,0.42857142857142855,0.5,0.6232383629442452
133,Vetorial,1,1,0.1,0.16666666666666666,0.125,0.1458009583009583
134,Vetorial,1,1,0.1,0.5,0.16666666666666669,0.10250000000000001
135,Vetorial,1,1,0.2,0.2857142857142857,0.23529411764705882,0.22673288109072523
136,Vetorial,1,1,0.0,0.0,0.0,0.03239289446185998
137,Vetorial,1,1,0.1,0.25,0.14285714285714288,0.21602564102564104
139,Vetorial,1,1,0.0,0.0,0.0,0.002805023494432179
140,Vetorial,1,1,0.0,0.0,0.0,0.002374171183248477
141,Vetorial,1,1,0.0,0.0,0.0,0.0023544968920397175
144,Vetorial,1,1,0.0,0.0,0.0,0.0073935486780503405
145,Vetorial,1,1,0.1,0.14285714285714285,0.11764705882352941,0.04756123824185501
146,Vetorial,1,1,0.0,0.0,0.0,0.0009082652134423251
147,Vetorial,1,1,0.3,0.3,0.3,0.159101872271696
148,Vetorial,1,1,0.3,0.5,0.37499999999999994,0.3863856683561389
149,Vetorial,1,1,0.0,0.0,0.0,0.005714950280813772
150,Vetorial,1,1,0.2,1.0,0.33333333333333337,0.7
151,Vetorial,1,1,0.0,0.0,0.0,0.01822225256736319
152,Vetorial,1,1,0.0,0.0,0.0,0.008601281409633567
153,Vetorial,1,1,0.2,0.2857142857142857,0.23529411764705882,0.17200389263674234
154,Vetorial,1,1,0.0,0.0,0.0,0.025904203323558164
155,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.2037125882838328
156,Vetorial,1,1,0.2,0.18181818181818182,0.1904761904761905,0.12894489959613334
157,Vetorial,1,1,0.3,0.07692307692307693,0.12244897959183675,0.20155460791268953
158,Vetorial,1,1,0.0,0.0,0.0,0.027480010684702124
159,Vetorial,1,1,0.0,0.0,0.0,0.009713302219185494
160,Vetorial,1,1,0.0,0.0,0.0,0.028346109168936002
161,Vetorial,1,1,0.2,0.3333333333333333,0.25,0.14594085965963485
162,Vetorial,1,1,0.0,0.0,0.0,0.012215041417308878
163,Vetorial,1,1,0.0,0.0,0.0,0.012493068673107352
164,Vetorial,1,1,0.3,0.375,0.33333333333333326,0.2296496060768132
166,Vetorial,1,1,0.0,0.0,0.0,0.016781677843579628
167,Vetorial,1,1,0.0,0.0,0.0,0.025240384615384616
170,Vetorial,1,1,0.4,0.6666666666666666,0.5,0.28755286858735135
171,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.16666666666666666
172,Vetorial,1,1,0.2,1.0,0.33333333333333337,0.325
174,Vetorial,1,1,0.0,0.0,0.0,0.0031486382491506654
175,Vetorial,1,1,0.0,0.0,0.0,0.0059175578746615285
176,Vetorial,1,1,0.0,0.0,0.0,0.02475992475992476
177,Vetorial,1,1,0.4,0.8,0.5333333333333333,0.7198412698412697
178,Vetorial,1,1,0.2,0.6666666666666666,0.30769230769230765,0.2896825396825397
179,Vetorial,1,1,0.0,0.0,0.0,0.0429812215989306
180,Vetorial,1,1,0.3,0.42857142857142855,0.3529411764705882,0.27394173746267914
181,Vetorial,1,1,0.1,0.2,0.13333333333333333,0.24736558159908145
182,Vetorial,1,1,0.1,1.0,0.18181818181818182,0.1
183,Vetorial,1,1,0.5,0.5,0.5,0.5369421114599687
184,Vetorial,1,1,0.0,0.0,0.0,0.01636972582260024
185,Vetorial,1,1,0.6,0.6666666666666666,0.631578947368421,0.8059134765017117
186,Vetorial,1,1,0.1,0.0625,0.07692307692307693,0.11583624293481025
187,Vetorial,1,1,0.0,0.0,0.0,0.0072521907798886185
188,Vetorial,1,1,0.0,0.0,0.0,0.007156513413823845
189,Vetorial,1,1,0.0,0.0,0.0,0.04181255435185807
190,Vetorial,1,1,0.0,0.0,0.0,0.11481481481481481
191,Vetorial,1,1,0.8,0.7272727272727273,0.761904761904762,0.7797822060979956
193,Vetorial,1,1,0.2,0.2222222222222222,0.2105263157894737,0.1354025776467848
194,Vetorial,1,1,0.0,0.0,0.0,0.05769900618796786
195,Vetorial,1,1,0.0,0.0,0.0,0.016674156461820768
196,Vetorial,1,1,0.0,0.0,0.0,0.008563903899217788
197,Vetorial,1,1,0.0,0.0,0.0,0.003048635036076053
198,Vetorial,1,1,0.0,0.0,0.0,0.0027244988485363372
199,Vetorial,1,1,0.1,0.16666666666666666,0.125,0.11770793741647274
200,Vetorial,1,1,0.0,0.0,0.0,0.0017301064000463213
201,Vetorial,1,1,0.3,0.1875,0.23076923076923075,0.17829095463570688
202,Vetorial,1,1,0.0,0.0,0.0,0.007853510106514031
203,Vetorial,1,1,0.0,0.0,0.0,0.010777982449999864
204,Vetorial,1,1,0.3,0.21428571428571427,0.25,0.0796625904077497
205,Vetorial,1,1,0.0,0.0,0.0,0.0043456543456543454
206,Vetorial,1,1,0.0,0.0,0.0,0.07014860139860139
207,Vetorial,1,1,0.2,0.4,0.26666666666666666,0.3363858363858364
208,Vetorial,1,1,0.0,0.0,0.0,0.03180020261108623
209,Vetorial,1,1,0.0,0.0,0.0,0.04640488528876762
210,Vetorial,1,1,0.0,0.0,0.0,0.030102833613946455
211,Vetorial,1,1,0.0,0.0,0.0,0.011461916028104842
212,Vetorial,1,1,0.4,0.2857142857142857,0.3333333333333333,0.3419005738099497
213,Vetorial,1,1,0.2,0.2,0.20000000000000004,0.12780457099269402
214,Vetorial,1,1,0.2,0.5,0.28571428571428575,0.14865389644096308
215,Vetorial,1,1,0.0,0.0,0.0,0.011442006269592476
217,Vetorial,1,1,0.2,0.16666666666666666,0.1818181818181818,0.13713215883959914
218,Vetorial,1,1,0.1,0.08333333333333333,0.0909090909090909,0.1251180722694291
219,Vetorial,1,1,0.1,0.058823529411764705,0.07407407407407408,0.04823984034292885
220,Vetorial,1,1,0.0,0.0,0.0,0.06815658675669663
221,Vetorial,1,1,0.2,0.1111111111111111,0.14285714285714285,0.08461060025171435
222,Vetorial,1,1,0.0,0.0,0.0,0.12946979287947522
223,Vetorial,1,1,0.2,0.5,0.28571428571428575,0.21651265401265402
224,Vetorial,1,1,0.0,0.0,0.0,0.06505862040672566
225,Vetorial,1,1,0.2,0.08333333333333333,0.11764705882352941,0.12379628451222296
1,BM25,1,1,0.2,0.07142857142857142,0.10526315789473682,0.07356421146395316
2,BM25,1,1,0.1,0.045454545454545456,0.06250000000000001,0.032665899322246235
3,BM25,1,1,0.0,0.0,0.0,0.031419519229430204
4,BM25,1,1,0.0,0.0,0.0,0.06979405034324943
5,BM25,1,1,0.0,0.0,0.0,0.0018206807340932977
6,BM25,1,1,0.1,0.25,0.14285714285714288,0.046292354527620344
7,BM25,1,1,0.0,0.0,0.0,0.017371404639261855
8,BM25,1,1,0.0,0.0,0.0,0.015980801979121863
9,BM25,1,1,0.3,1.0,0.4615384615384615,1.0
10,BM25,1,1,0.1,0.125,0.11111111111111112,0.08061191265537315
11,BM25,1,1,0.0,0.0,0.0,0.07252732059242052
12,BM25,1,1,0.0,0.0,0.0,0.05681097813750875
13,BM25,1,1,0.0,0.0,0.0,0.009463106471879774
14,BM25,1,1,0.1,1.0,0.18181818181818182,0.25
15,BM25,1,1,0.0,0.0,0.0,0.002008032128514056
16,BM25,1,1,0.0,0.0,0.0,0.00800555343043269
17,BM25,1,1,0.0,0.0,0.0,0.0021992462234390288
18,BM25,1,1,0.0,0.0,0.0,0.008542014484289527
19,BM25,1,1,0.0,0.0,0.0,0.03270176780319134
20,BM25,1,1,0.0,0.0,0.0,0.02706713870103572
21,BM25,1,1,0.0,0.0,0.0,0.02666373926619828
23,BM25,1,1,0.0,0.0,0.0,0.03700494777540274
24,BM25,1,1,0.0,0.0,0.0,0.012332411031628202
25,BM25,1,1,0.1,0.1111111111111111,0.10526315789473685,0.09387155494251412
26,BM25,1,1,0.0,0.0,0.0,0.025632815835847693
27,BM25,1,1,0.1,0.3333333333333333,0.15384615384615383,0.2203703703703704
28,BM25,1,1,0.0,0.0,0.0,0.002747252747252747
29,BM25,1,1,0.1,0.1111111111111111,0.10526315789473685,0.22151771787673075
30,BM25,1,1,0.0,0.0,0.0,0.016182664408603314
31,BM25,1,1,0.0,0.0,0.0,0.0008445945945945946
32,BM25,1,1,0.1,0.16666666666666666,0.125,0.06434810044397936
33,BM25,1,1,0.2,0.6666666666666666,0.30769230769230765,0.20357142857142854
34,BM25,1,1,0.1,0.2,0.13333333333333333,0.10008542156624226
35,BM25,1,1,0.0,0.0,0.0,0.0625
36,BM25,1,1,0.0,0.0,0.0,0.014707684765289865
37,BM25,1,1,0.0,0.0,0.0,0.09415522186877676
38,BM25,1,1,0.1,0.1,0.10000000000000002,0.04627207108705193
39,BM25,1,1,0.1,0.09090909090909091,0.09523809523809525,0.026624577743790675
40,BM25,1,1,0.0,0.0,0.0,0.024844476895338852
41,BM25,1,1,0.1,1.0,0.18181818181818182,0.5
42,BM25,1,1,0.0,0.0,0.0,0.024917118520803416
43,BM25,1,1,0.2,0.6666666666666666,0.30769230769230765,0.503921568627451
44,BM25,1,1,0.0,0.0,0.0,0.004327503877395721
45,BM25,1,1,0.1,0.08333333333333333,0.0909090909090909,0.09332801013811352
46,BM25,1,1,0.3,0.2,0.24,0.24000553026552848
47,BM25,1,1,0.5,0.35714285714285715,0.41666666666666663,0.27740520681837527
48,BM25,1,1,0.2,0.18181818181818182,0.1904761904761905,0.06312405642241929
49,BM25,1,1,0.1,0.5,0.16666666666666669,0.0817378497790869
50,BM25,1,1,0.0,0.0,0.0,0.017945486589897527
51,BM25,1,1,0.1,0.1111111111111111,0.10526315789473685,0.05090498001404946
52,BM25,1,1,0.2,0.5,0.28571428571428575,0.20530303030303032
53,BM25,1,1,0.0,0.0,0.0,0.059303282782932676
54,BM25,1,1,0.1,0.1111111111111111,0.10526315789473685,0.10642392552892914
55,BM25,1,1,0.0,0.0,0.0,0.04529885216254716
56,BM25,1,1,0.3,0.3,0.3,0.2917611573497726
57,BM25,1,1,0.0,0.0,0.0,0.0641064528848678
58,BM25,1,1,0.1,0.1111111111111111,0.10526315789473685,0.058420708073156295
59,BM25,1,1,0.0,0.0,0.0,0.008997437067804334
60,BM25,1,1,0.3,0.6,0.4,0.3797682709447415
61,BM25,1,1,0.2,0.4,0.26666666666666666,0.11052065998426153
62,BM25,1,1,0.0,0.0,0.0,0.0034487532457878325
63,BM25,1,1,0.0,0.0,0.0,0.006156702280821399
64,BM25,1,1,0.0,0.0,0.0,0.05
65,BM25,1,1,0.6,0.4,0.48,0.41312427420374626
66,BM25,1,1,0.0,0.0,0.0,0.05405572755417957
67,BM25,1,1,0.4,0.4,0.4000000000000001,0.328378382778678
68,BM25,1,1,0.0,0.0,0.0,0.014670987498811586
69,BM25,1,1,0.0,0.0,0.0,0.03278655778488578
